customer_id,First_Name,Last_Name,gender,DOB,AGE,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,deceased_indicator,tenure,Owns_Car,Address,Postcode,State,Country,property_valuation,Calculated_Age,Mass_Affluent,Age_Group,Customer_Value,Is_Mass_Affluent_Custom,Cluster
3382,Burk,Walczak,Male,1977-12-17,45,90,Not Specified,High Net Worth,N,10,0,40 Sauthoff Circle,3129,Victoria,Australia,10,48,True,30-45,118000,True,0
3383,Dane,Swansbury,Male,1982-04-05,40,47,Financial Services,Affluent Customer,N,10,1,48 Rockefeller Court,3786,Victoria,Australia,8,43,True,30-45,89400,True,1
3384,Wesley,Nichols,Male,1996-03-05,26,11,Not Specified,Mass Customer,N,6,0,59504 Drewry Park,4061,Queensland,Australia,8,29,False,<30,82200,False,0
3385,Ronda,Unknown,Female,1975-02-10,47,23,Argiculture,Mass Customer,N,9,0,31 Dovetail Trail,2088,New South Wales,Australia,9,50,False,46-60,94600,True,1
3386,Cliff,Nolin,Male,1999-07-28,23,24,IT,High Net Worth,N,2,1,367 Talmadge Way,2705,New South Wales,Australia,1,26,True,<30,14800,False,2
3387,Shel,Duke,Female,1976-07-05,46,19,Manufacturing,Affluent Customer,N,15,1,513 Hauk Street,2261,New South Wales,Australia,9,49,True,46-60,93800,True,3
3388,Urbanus,Pichan,Male,1986-10-25,36,81,Retail,Mass Customer,N,7,0,72728 Ruskin Way,2291,New South Wales,Australia,6,39,False,30-45,76200,True,1
3389,Margo,Saltmarshe,Female,1972-06-01,50,27,Not Specified,Affluent Customer,N,19,0,024 Onsgard Alley,3134,Victoria,Australia,9,53,True,46-60,95400,True,0
3390,Fayth,Baudins,Female,1969-01-27,53,20,Not Specified,High Net Worth,N,7,0,10097 Hooker Way,3196,Victoria,Australia,8,56,True,46-60,84000,True,0
3391,Terrel,Kreuzer,Male,1991-06-23,31,93,Manufacturing,Mass Customer,N,7,0,312 Swallow Place,3021,Victoria,Australia,7,34,False,30-45,88600,True,3
3392,Brock,Ride,Male,1976-12-12,46,41,Financial Services,Mass Customer,N,10,0,28 Superior Center,2131,New South Wales,Australia,11,49,False,46-60,118200,True,1
3393,Henrietta,Olexa,Female,1954-02-21,68,23,Retail,Mass Customer,N,7,1,0 Weeping Birch Plaza,2093,New South Wales,Australia,12,71,False,60+,124600,False,1
3394,Barde,Spoward,Male,1974-06-26,48,39,Health,Mass Customer,N,22,0,06 Northwestern Center,2019,New South Wales,Australia,10,51,False,46-60,107800,True,1
3395,Sigmund,Fishbourn,Male,1993-04-19,29,76,Financial Services,Mass Customer,N,3,0,01716 2nd Terrace,3174,Victoria,Australia,8,32,False,<30,95200,False,1
3396,Arin,Nappin,Male,1960-06-28,62,18,Manufacturing,Mass Customer,N,9,1,0162 Grim Circle,2191,New South Wales,Australia,10,65,False,60+,103600,True,3
3397,Melisande,Unknown,Female,1985-08-19,37,70,IT,Mass Customer,N,11,0,7 Eggendart Hill,4055,Queensland,Australia,8,40,False,30-45,94000,True,2
3398,Alberik,Looks,Male,1971-07-01,51,69,Not Specified,High Net Worth,N,7,1,375 Luster Parkway,2147,New South Wales,Australia,9,54,True,46-60,103800,True,0
3399,Hillyer,Biddulph,Male,1996-05-10,26,95,Financial Services,Mass Customer,N,2,0,2 Monterey Terrace,2120,New South Wales,Australia,9,29,False,<30,109000,False,1
3400,Brenna,Childes,Female,1987-06-25,35,46,Financial Services,Mass Customer,N,18,1,851 Meadow Valley Place,3205,Victoria,Australia,10,38,False,30-45,109200,True,1
3401,Cristie,Unknown,Female,1993-07-28,29,92,Telecommunications,Mass Customer,N,4,1,6851 Orin Parkway,2142,New South Wales,Australia,10,32,False,<30,118400,False,1
3402,Krystyna,Scadden,Female,1985-05-04,37,73,Retail,Mass Customer,N,10,0,73 Glacier Hill Drive,2880,New South Wales,Australia,1,40,False,30-45,24600,True,1
3403,Jessalyn,Zoellner,Female,1994-05-14,28,27,Financial Services,Mass Customer,N,2,1,59364 Huxley Drive,3028,Victoria,Australia,5,31,False,<30,55400,False,1
3404,Thomasine,McCloch,Female,1973-08-01,49,2,Property,Affluent Customer,N,22,0,91 Charing Cross Way,2100,New South Wales,Australia,11,52,True,46-60,110400,True,1
3405,Gavra,Robez,Female,1996-08-18,26,89,Financial Services,Mass Customer,N,3,1,80269 Southridge Park,4014,Queensland,Australia,6,29,False,<30,77800,False,1
3406,Lucy,Lackmann,Female,1979-04-28,43,35,IT,Mass Customer,N,10,1,5 Northland Plaza,2096,New South Wales,Australia,9,46,False,30-45,97000,True,2
3407,Marven,Ditts,Male,1961-10-08,61,53,Financial Services,High Net Worth,N,19,1,02181 Starling Trail,3015,Victoria,Australia,10,64,True,60+,110600,True,1
3408,Becka,Bysaker,Female,1972-07-11,50,10,Manufacturing,Mass Customer,N,18,0,097 Gulseth Lane,4178,Queensland,Australia,8,53,False,46-60,82000,True,3
3409,Abbey,Nellen,Female,1977-04-29,45,75,Argiculture,Mass Customer,N,16,0,0 Ronald Regan Way,4870,Queensland,Australia,1,48,False,30-45,25000,True,1
3410,Merrili,Brittin,Female,1940-09-22,82,93,Property,Mass Customer,N,16,0,1351 Lunder Road,2049,New South Wales,Australia,10,85,False,60+,118600,False,1
3411,Alena,Hannis,Female,1980-01-04,42,68,Not Specified,Mass Customer,N,20,1,7181 Dakota Trail,3029,Victoria,Australia,5,45,False,30-45,63600,True,0
3412,Almira,Ethelstone,Female,1973-08-18,49,66,Not Specified,Mass Customer,N,7,1,5767 Thierer Road,2217,New South Wales,Australia,8,52,False,46-60,93200,True,0
3413,Zulema,Cristofolo,Female,1997-10-15,25,93,Financial Services,Mass Customer,N,3,0,687 Almo Crossing,2160,New South Wales,Australia,10,28,False,<30,118600,False,1
3414,Winnifred,Zima,Female,1966-02-25,56,46,Not Specified,Affluent Customer,N,10,1,31414 Superior Park,2539,New South Wales,Australia,7,59,True,46-60,79200,True,0
3415,Alberik,Kelsey,Male,1963-01-17,59,43,Property,High Net Worth,N,11,1,1 Village Green Circle,2285,New South Wales,Australia,7,62,True,46-60,78600,True,1
3416,Evanne,Bentote,Female,1976-01-18,46,6,Manufacturing,Mass Customer,N,11,1,2 Starling Pass,3155,Victoria,Australia,7,49,False,46-60,71200,False,3
3417,Deedee,Coxall,Female,1973-02-18,49,91,Health,Mass Customer,N,7,0,182 Thierer Pass,3131,Victoria,Australia,12,52,False,46-60,138200,True,1
3418,Felipa,Paddingdon,Female,1959-12-31,63,18,Health,High Net Worth,N,19,0,7 Barnett Road,2713,New South Wales,Australia,1,66,True,60+,13600,True,1
3419,Felipa,Guslon,Female,1973-07-09,49,13,Not Specified,Mass Customer,N,18,1,33792 Burrows Plaza,4125,Queensland,Australia,7,52,False,46-60,72600,True,0
3420,Norby,Elion,Male,1980-09-10,42,96,Financial Services,Mass Customer,N,19,1,00283 Loftsgordon Center,4118,Queensland,Australia,5,45,False,30-45,69200,True,1
3421,Ronalda,McGeechan,Female,1962-12-17,60,60,Health,Affluent Customer,N,18,1,8 Garrison Trail,2226,New South Wales,Australia,10,63,True,46-60,112000,True,1
3422,Lucine,Virgin,Female,1978-05-06,44,38,Manufacturing,Mass Customer,N,5,0,618 Chinook Way,2155,New South Wales,Australia,10,47,False,30-45,107600,True,3
3423,Griselda,Bezants,Female,1999-12-27,23,57,Health,Affluent Customer,N,1,0,9 Ronald Regan Center,3094,Victoria,Australia,9,26,True,<30,101400,False,1
3424,Vale,Whittuck,Female,1977-02-28,45,39,Manufacturing,Affluent Customer,N,11,1,40047 Twin Pines Parkway,3806,Victoria,Australia,8,48,True,30-45,87800,True,3
3425,Alister,De la Yglesia,Male,1986-04-05,36,32,Manufacturing,Mass Customer,N,12,1,5 Anhalt Court,3122,Victoria,Australia,7,39,False,30-45,76400,True,3
3426,Ron,Dilon,Male,1959-04-18,63,40,Entertainment,Mass Customer,N,17,0,3047 Spenser Pass,2750,New South Wales,Australia,8,66,False,60+,88000,True,1
3427,Mace,Edington,Male,1981-05-19,41,67,Financial Services,Mass Customer,N,17,1,0 Walton Court,2226,New South Wales,Australia,9,44,False,30-45,103400,True,1
3428,Leonora,Iglesia,Female,1974-08-07,48,77,Manufacturing,Mass Customer,N,16,1,5356 Ruskin Place,2850,New South Wales,Australia,3,51,False,46-60,45400,True,3
3429,Alla,Hirtzmann,Female,1964-06-22,58,37,Health,High Net Worth,N,15,0,321 Glendale Center,2820,New South Wales,Australia,1,61,True,46-60,17400,True,1
3430,Augustus,Pickin,Male,1964-02-29,58,77,Health,Affluent Customer,N,9,1,6414 Hanover Avenue,2060,New South Wales,Australia,12,61,True,46-60,135400,True,1
3431,York,Calbreath,Male,1996-08-10,26,97,Property,Affluent Customer,N,5,0,373 Cordelia Trail,3500,Victoria,Australia,1,29,True,<30,29400,False,1
3432,Max,Cloney,Female,1988-11-27,34,99,Argiculture,Mass Customer,N,2,1,31 International Pass,4173,Queensland,Australia,7,37,False,30-45,89800,True,1
3433,Karissa,Cabral,Female,1998-04-28,24,10,Property,Mass Customer,N,2,0,82 Warrior Hill,3174,Victoria,Australia,8,27,False,<30,82000,False,1
3434,Stesha,Miners,Female,1973-12-05,49,20,Health,Mass Customer,N,16,0,989 Waubesa Circle,3149,Victoria,Australia,11,52,False,46-60,114000,True,1
3435,Stevena,Allcock,Female,2002-01-15,20,80,Not Specified,Affluent Customer,N,1,0,400 Petterle Crossing,4301,Queensland,Australia,3,23,True,<30,46000,False,0
3436,Marget,Freeland,Female,1958-11-22,64,4,Financial Services,Mass Customer,N,5,1,34 Calypso Court,2153,New South Wales,Australia,10,67,False,60+,100800,True,1
3437,Penny,Wellington,Male,1963-10-20,59,79,Retail,High Net Worth,N,12,0,7 Summerview Parkway,3073,Victoria,Australia,6,62,True,46-60,75800,True,1
3438,Gaylor,Carbry,Male,1996-02-16,26,11,Manufacturing,Mass Customer,N,2,0,9479 Tony Junction,2830,New South Wales,Australia,7,29,False,<30,72200,False,3
3439,Rubie,O'Gorman,Female,1974-10-20,48,45,Not Specified,Affluent Customer,N,19,1,05988 Sundown Parkway,3037,Victoria,Australia,8,51,True,46-60,89000,True,0
3440,Retha,Kahane,Female,1958-05-15,64,18,Manufacturing,Mass Customer,N,5,0,04036 Kennedy Trail,2221,New South Wales,Australia,12,67,False,60+,123600,True,3
3441,Janelle,Ebbage,Female,1988-10-16,34,44,Manufacturing,High Net Worth,N,20,1,0 Reinke Lane,3034,Victoria,Australia,9,37,True,30-45,98800,True,3
3442,Adrianne,Petrecz,Female,1962-05-22,60,17,Retail,Mass Customer,N,14,1,1 Rigney Circle,2295,New South Wales,Australia,8,63,False,46-60,83400,True,1
3443,Fran,Unknown,Male,1995-04-12,27,11,Not Specified,Mass Customer,N,5,1,0063 Walton Junction,2380,New South Wales,Australia,3,30,False,<30,32200,False,0
3444,Kara-lynn,Bims,Female,1977-12-25,45,75,Manufacturing,Affluent Customer,N,7,0,672 Crowley Place,3043,Victoria,Australia,8,48,True,30-45,95000,True,3
3445,Craggy,Unknown,Male,1966-06-23,56,62,Financial Services,Affluent Customer,N,11,1,59531 Barnett Pass,3352,Victoria,Australia,4,59,True,46-60,52400,True,1
3446,Gard,Tidy,Male,1967-01-30,55,8,Manufacturing,Mass Customer,N,14,0,8 Becker Drive,4868,Queensland,Australia,4,58,False,46-60,41600,False,3
3447,Linell,Unknown,Female,1977-11-23,45,43,Financial Services,High Net Worth,N,17,0,82591 Fallview Hill,3021,Victoria,Australia,8,48,True,30-45,88600,True,1
3448,Roderich,Mixer,Male,1977-02-16,45,26,Financial Services,High Net Worth,N,9,0,6691 Lindbergh Drive,2147,New South Wales,Australia,9,48,True,30-45,95200,True,1
3449,Ilyssa,Hannabuss,Female,1974-09-26,48,52,Argiculture,High Net Worth,N,3,1,29279 Hazelcrest Junction,2120,New South Wales,Australia,10,51,True,46-60,110400,True,1
3450,Brooke,Durman,Female,1993-09-16,29,85,Retail,Mass Customer,N,6,0,21 Sugar Place,4207,Queensland,Australia,3,32,False,<30,47000,False,1
3451,Ruprecht,Loreit,Male,1970-05-01,52,88,Not Specified,High Net Worth,N,10,0,4233 Service Avenue,2340,New South Wales,Australia,5,55,True,46-60,67600,True,0
3452,Maura,Estevez,Female,1964-09-04,58,22,Retail,Mass Customer,N,13,0,46 Stone Corner Avenue,2210,New South Wales,Australia,10,61,False,46-60,104400,True,1
3453,Jammie,McEvon,Female,1989-03-12,33,57,Retail,Affluent Customer,N,14,0,12 Kings Hill,4272,Queensland,Australia,9,36,True,30-45,101400,True,1
3454,Akim,Mathes,Male,1969-06-09,53,15,Not Specified,Mass Customer,N,18,0,393 Dexter Junction,4151,Queensland,Australia,9,56,False,46-60,93000,True,0
3455,Coop,Skey,Male,1954-02-25,68,29,Not Specified,Mass Customer,N,11,1,757 Debs Avenue,4670,Queensland,Australia,4,71,False,60+,45800,False,0
3456,Clovis,Ortsmann,Female,1959-11-08,63,11,Not Specified,Mass Customer,N,12,1,613 Emmet Junction,2154,New South Wales,Australia,11,66,False,60+,112200,True,0
3457,Robbi,Springthorpe,Female,1956-09-26,66,13,Manufacturing,Mass Customer,N,16,0,8828 North Crossing,3226,Victoria,Australia,8,69,False,60+,82600,False,3
3458,Alejandro,Shakelade,Male,1977-12-01,45,35,Manufacturing,High Net Worth,N,19,1,7 Center Circle,2096,New South Wales,Australia,9,48,True,30-45,97000,True,3
3459,Emelda,Ramsdell,Female,2000-11-24,22,62,Entertainment,Mass Customer,N,2,1,654 Logan Plaza,4113,Queensland,Australia,10,25,False,<30,112400,False,1
3460,Reinhold,Barthrup,Male,1999-10-10,23,22,Financial Services,Mass Customer,N,2,0,33 Almo Terrace,3051,Victoria,Australia,10,26,False,<30,104400,False,1
3461,Nigel,Izard,Male,1962-11-30,60,28,Manufacturing,Affluent Customer,N,17,1,6 Reindahl Hill,2196,New South Wales,Australia,9,63,True,46-60,95600,True,3
3462,Jehanna,Sparhawk,Female,1957-03-03,65,96,Health,High Net Worth,N,17,0,785 Crest Line Hill,3634,Victoria,Australia,1,68,True,60+,29200,True,1
3463,Fletch,Durrett,Male,1984-06-15,38,7,Financial Services,Affluent Customer,N,2,0,78 Bowman Court,2027,New South Wales,Australia,11,41,True,30-45,111400,True,1
3464,Etheline,Gerretsen,Female,1982-06-09,40,38,Financial Services,Mass Customer,N,4,1,7 Jackson Court,2076,New South Wales,Australia,10,43,False,30-45,107600,True,1
3465,Hadria,Pizer,Female,1978-02-01,44,71,Manufacturing,High Net Worth,N,7,1,6221 Monica Plaza,2095,New South Wales,Australia,12,47,True,30-45,134200,True,3
3466,Victor,Zaple,Male,1979-09-28,43,65,IT,Mass Customer,N,18,0,6 4th Lane,3079,Victoria,Australia,11,46,False,30-45,123000,True,2
3467,Killy,Spaducci,Male,1980-05-20,42,31,IT,Mass Customer,N,21,0,682 Claremont Circle,4350,Queensland,Australia,6,45,False,30-45,66200,True,2
3468,Averill,Woodbridge,Male,1986-10-24,36,4,Not Specified,Mass Customer,N,7,0,7 Weeping Birch Alley,2230,New South Wales,Australia,12,39,False,30-45,120800,True,0
3469,Arabele,Lantoph,Female,1987-08-24,35,90,Health,Mass Customer,N,5,1,9 Maywood Point,4304,Queensland,Australia,3,38,False,30-45,48000,True,1
3470,Catherina,Ricca,Female,1967-10-01,55,56,Health,Affluent Customer,N,6,1,176 Sutteridge Alley,3121,Victoria,Australia,11,58,True,46-60,121200,True,1
3471,Brita,Afonso,Female,1953-09-05,69,95,IT,High Net Worth,N,8,1,6814 Haas Place,2230,New South Wales,Australia,7,72,True,60+,89000,False,2
3472,Dionysus,McCarlie,Male,1977-06-27,45,10,Retail,Affluent Customer,N,18,1,75 Longview Terrace,2640,New South Wales,Australia,3,48,True,30-45,32000,True,1
3474,Justinian,Crowhurst,Male,1979-11-06,43,93,Manufacturing,Mass Customer,N,14,0,06 Lake View Plaza,4515,Queensland,Australia,1,46,False,30-45,28600,True,3
3475,Correna,Goldsberry,Female,1985-08-31,37,12,Retail,Affluent Customer,N,3,0,1 Michigan Way,2153,New South Wales,Australia,10,40,True,30-45,102400,True,1
3476,Stearn,Willerstone,Male,1989-09-07,33,39,Manufacturing,Affluent Customer,N,7,0,8863 Maywood Court,2101,New South Wales,Australia,11,36,True,30-45,117800,True,3
3477,Jaquelin,Leek,Female,1996-01-24,26,90,Financial Services,Affluent Customer,N,7,1,3 Roxbury Street,2261,New South Wales,Australia,7,29,True,<30,88000,False,1
3478,Hartwell,Schach,Male,1986-08-08,36,54,Health,Mass Customer,N,17,0,90 Westerfield Street,2880,New South Wales,Australia,1,39,False,30-45,20800,True,1
3479,Pierette,O' Ronan,Female,1964-08-09,58,39,IT,Mass Customer,N,13,0,416 Hayes Trail,3095,Victoria,Australia,9,61,False,46-60,97800,True,2
3480,Jarib,Unknown,Male,1959-06-24,63,30,Not Specified,Mass Customer,N,20,0,70980 Washington Parkway,2300,New South Wales,Australia,10,66,False,60+,106000,True,0
3481,Haley,Dessent,Male,1997-10-12,25,37,Manufacturing,High Net Worth,N,4,0,00 1st Trail,3223,Victoria,Australia,7,28,True,<30,77400,False,3
3482,Roch,Rilston,Female,2000-05-18,22,71,Health,Affluent Customer,N,2,1,54613 Service Court,4069,Queensland,Australia,8,25,True,<30,94200,False,1
3483,Emlyn,Burnel,Male,1956-10-02,66,19,Health,High Net Worth,N,15,1,93 Vera Parkway,4216,Queensland,Australia,5,69,True,60+,53800,False,1
3484,Hedi,Mowday,Female,1976-10-24,46,10,Financial Services,High Net Worth,N,20,1,3 Butterfield Trail,4519,Queensland,Australia,6,49,True,46-60,62000,True,1
3485,Berthe,Ludwell,Female,1981-05-21,41,11,Financial Services,High Net Worth,N,9,1,22976 Moose Place,2620,New South Wales,Australia,8,44,True,30-45,82200,True,1
3486,Reece,Crewther,Male,1956-07-25,66,67,Manufacturing,Mass Customer,N,18,0,8934 Havey Plaza,2548,New South Wales,Australia,8,69,False,60+,93400,False,3
3487,Amalee,Sanderson,Female,1977-12-15,45,4,Health,High Net Worth,N,18,0,30011 Manufacturers Hill,3146,Victoria,Australia,9,48,True,30-45,90800,False,1
3488,Cristobal,Whitrod,Male,1975-08-07,47,63,Manufacturing,Mass Customer,N,9,1,42293 Banding Plaza,2136,New South Wales,Australia,10,50,False,46-60,112600,True,3
3489,Margo,Fletcher,Female,1969-10-30,53,90,Argiculture,Mass Customer,N,9,1,62 Tennyson Way,2099,New South Wales,Australia,11,56,False,46-60,128000,True,1
3490,Taylor,Dutchburn,Male,1980-06-21,42,45,Financial Services,High Net Worth,N,14,0,3609 Shelley Road,2126,New South Wales,Australia,10,45,True,30-45,109000,True,1
3491,Leanna,Cromb,Female,1976-04-03,46,69,Financial Services,Affluent Customer,N,10,0,82 Dahle Crossing,3195,Victoria,Australia,10,49,True,46-60,113800,True,1
3492,Urbanus,Redding,Male,1966-01-27,56,83,Manufacturing,Mass Customer,N,19,0,2986 Holmberg Circle,3021,Victoria,Australia,9,59,False,46-60,106600,True,3
3493,Jeffie,Eakly,Male,1964-02-29,58,30,Health,High Net Worth,N,18,0,3 Monument Crossing,2090,New South Wales,Australia,10,61,True,46-60,106000,True,1
3494,Robers,Richen,Male,1998-12-24,24,72,Argiculture,High Net Worth,N,1,0,35 Chive Alley,2033,New South Wales,Australia,10,27,True,<30,114400,False,1
3495,Constantine,Frissell,Female,1987-07-12,35,57,Financial Services,High Net Worth,N,8,0,1 Dayton Park,2767,New South Wales,Australia,9,38,True,30-45,101400,True,1
3496,Danya,Burnyeat,Male,1986-04-25,36,99,Manufacturing,Mass Customer,N,19,1,2565 Caliangt Point,2171,New South Wales,Australia,9,39,False,30-45,109800,True,3
3497,Thia,O'Day,Female,1986-05-03,36,73,Manufacturing,Affluent Customer,N,18,1,96 Delladonna Trail,3976,Victoria,Australia,5,39,True,30-45,64600,True,3
3498,Lois,Abrahim,Female,1995-11-02,27,28,Manufacturing,Mass Customer,N,5,0,3 Nova Point,3012,Victoria,Australia,4,30,False,<30,45600,False,3
3499,Shelton,Tewkesberrie,Male,1979-06-17,43,29,Manufacturing,Mass Customer,N,7,1,310 Stephen Terrace,4073,Queensland,Australia,9,46,False,30-45,95800,True,3
3500,Josy,Fleeman,Female,1967-07-21,55,71,Entertainment,Affluent Customer,N,17,0,9491 Green Ridge Terrace,2100,New South Wales,Australia,10,58,True,46-60,114200,True,1
3501,Kayla,Alentyev,Female,1970-01-19,52,63,Telecommunications,Mass Customer,N,18,1,16 Carberry Pass,2119,New South Wales,Australia,11,55,False,46-60,122600,True,1
3502,Wilfrid,Cleaves,Male,1997-10-16,25,5,Retail,High Net Worth,N,3,1,12 Elgar Place,2155,New South Wales,Australia,10,28,True,<30,101000,False,1
3503,Tootsie,Rafter,Female,1979-03-12,43,53,Financial Services,Affluent Customer,N,10,1,8749 Menomonie Point,2122,New South Wales,Australia,11,46,True,30-45,120600,True,1
3504,Keriann,Perdue,Female,1963-07-06,59,39,Manufacturing,Mass Customer,N,6,1,18072 American Parkway,3195,Victoria,Australia,10,62,False,46-60,107800,True,3
3505,Dolly,Scallan,Female,1974-08-06,48,41,Retail,Mass Customer,N,14,0,5854 Weeping Birch Avenue,2022,New South Wales,Australia,10,51,False,46-60,108200,True,1
3506,Mercy,Donisi,Female,1975-06-18,47,19,Financial Services,Mass Customer,N,15,0,2 Clarendon Point,2194,New South Wales,Australia,7,50,False,46-60,73800,True,1
3507,Christoph,Greatreax,Male,1955-03-03,67,70,Financial Services,Mass Customer,N,5,0,88979 Hazelcrest Way,3555,Victoria,Australia,3,70,False,60+,44000,False,1
3508,Malvin,Marre,Male,1986-08-09,36,89,Health,Mass Customer,N,5,0,7555 Springview Crossing,3195,Victoria,Australia,10,39,False,30-45,117800,True,1
3509,Janine,Hesey,Female,1978-11-22,44,85,Health,Mass Customer,N,15,1,04240 Prentice Plaza,3031,Victoria,Australia,9,47,False,30-45,107000,True,1
3511,Willem,Spraging,Male,1966-12-31,56,23,Health,Affluent Customer,N,10,0,08479 Hazelcrest Street,3340,Victoria,Australia,4,59,True,46-60,44600,True,1
3512,Vladimir,Abramowsky,Male,1994-03-24,28,68,Financial Services,Mass Customer,N,8,1,70 Oakridge Pass,2019,New South Wales,Australia,10,31,False,<30,113600,False,1
3514,Darcy,Ilett,Male,1962-08-24,60,25,Not Specified,Mass Customer,N,8,0,7 Rieder Street,3155,Victoria,Australia,7,63,False,46-60,75000,True,0
3515,Leelah,Pynner,Female,1975-01-14,47,11,Telecommunications,High Net Worth,N,18,1,3528 Granby Circle,4825,Queensland,Australia,5,50,True,46-60,52200,True,1
3516,Diarmid,Vearnals,Male,1977-04-30,45,93,Property,Mass Customer,N,15,1,16 Vahlen Trail,2152,New South Wales,Australia,10,48,False,30-45,118600,True,1
3517,Domeniga,Terney,Female,1957-07-04,65,47,Not Specified,Mass Customer,N,6,1,977 Arapahoe Trail,4121,Queensland,Australia,8,68,False,60+,89400,True,0
3518,Magdaia,Beardwell,Female,1980-06-18,42,45,IT,Mass Customer,N,8,1,31331 Old Shore Crossing,2211,New South Wales,Australia,8,45,False,30-45,89000,True,2
3519,Aldus,Kenningley,Male,1978-05-21,44,16,Manufacturing,Mass Customer,N,11,1,51757 Weeping Birch Center,2470,New South Wales,Australia,5,47,False,30-45,53200,True,3
3520,Travis,Kaszper,Male,1963-08-17,59,41,Health,Mass Customer,N,16,1,25 Schurz Avenue,2071,New South Wales,Australia,12,62,False,46-60,128200,True,1
3521,Oneida,Olivia,Female,1980-03-10,42,27,Not Specified,High Net Worth,N,16,1,92045 Magdeline Street,2101,New South Wales,Australia,11,45,True,30-45,115400,True,0
3522,Lorri,Byrth,Female,1989-08-21,33,73,Financial Services,High Net Worth,N,11,1,0129 Hollow Ridge Crossing,2095,New South Wales,Australia,11,36,True,30-45,124600,True,1
3523,Lin,Tarver,Male,1975-06-14,47,33,Not Specified,Affluent Customer,N,19,0,56 Anderson Alley,2194,New South Wales,Australia,10,50,True,46-60,106600,True,0
3524,Waiter,Piscopello,Male,1973-12-30,49,38,Financial Services,Mass Customer,N,18,1,528 Golf View Plaza,2471,New South Wales,Australia,2,52,False,46-60,27600,True,1
3525,Town,Yitzhakov,Male,1996-08-16,26,55,Not Specified,Mass Customer,N,2,0,474 Farragut Way,4812,Queensland,Australia,3,29,False,<30,41000,False,0
3526,Pail,Iacopini,Male,1978-09-19,44,84,Telecommunications,High Net Worth,N,13,1,1 Schiller Place,2774,New South Wales,Australia,9,47,True,30-45,106800,True,1
3527,Kiley,Scotson,Female,1978-12-02,44,77,Financial Services,High Net Worth,N,18,0,55497 Warrior Alley,3123,Victoria,Australia,9,47,True,30-45,105400,True,1
3528,Eliot,Scammell,Male,1964-04-06,58,69,Manufacturing,Mass Customer,N,7,1,6 Moulton Point,2145,New South Wales,Australia,10,61,False,46-60,113800,True,3
3529,Austine,Kinny,Female,1960-11-23,62,37,IT,High Net Worth,N,16,1,6 Rockefeller Lane,2294,New South Wales,Australia,7,65,True,60+,77400,True,2
3530,Erik,Kenneford,Male,1973-10-23,49,19,Not Specified,High Net Worth,N,8,1,05759 Ridge Oak Trail,2007,New South Wales,Australia,8,52,True,46-60,83800,True,0
3531,Shannah,Pountain,Female,1969-01-27,53,4,Retail,Affluent Customer,N,11,1,75 Grim Circle,2147,New South Wales,Australia,10,56,True,46-60,100800,True,1
3532,May,Birch,Female,1990-07-24,32,27,Health,High Net Worth,N,7,1,88 Bunting Hill,3978,Victoria,Australia,6,35,True,30-45,65400,True,1
3533,Neale,Lowings,Male,1981-02-14,41,62,Financial Services,Affluent Customer,N,8,1,7547 Garrison Alley,2705,New South Wales,Australia,5,44,True,30-45,62400,True,1
3534,Kacie,Stanbrooke,Female,1975-05-15,47,92,Manufacturing,Affluent Customer,N,3,1,3605 Vidon Hill,3305,Victoria,Australia,1,50,True,46-60,28400,True,3
3535,Bren,Dabbes,Female,1994-09-15,28,8,Manufacturing,High Net Worth,N,6,0,0485 Petterle Terrace,2575,New South Wales,Australia,6,31,True,<30,61600,False,3
3536,Laurence,Aulsford,Male,1967-12-24,55,46,Retail,Affluent Customer,N,18,0,97461 Drewry Trail,3072,Victoria,Australia,10,58,True,46-60,109200,True,1
3537,Sholom,Pavlasek,Male,1997-01-15,25,1,Financial Services,Mass Customer,N,4,0,6736 Anthes Junction,2250,New South Wales,Australia,7,28,False,<30,70200,False,1
3538,Kerby,Nassie,Male,1977-11-14,45,19,Health,Mass Customer,N,8,0,9 Tennyson Center,2198,New South Wales,Australia,9,48,False,30-45,93800,True,1
3539,Sheelah,Caine,Female,1985-03-21,37,94,IT,Mass Customer,N,16,1,9594 Brown Junction,4509,Queensland,Australia,7,40,False,30-45,88800,True,2
3540,Ali,Naris,Male,1954-08-27,68,49,Not Specified,Mass Customer,N,7,1,64 Macpherson Junction,4061,Queensland,Australia,8,71,False,60+,89800,False,0
3541,Aloin,Harhoff,Male,1986-01-03,36,72,Health,Mass Customer,N,11,0,0 Heath Point,2136,New South Wales,Australia,9,39,False,30-45,104400,True,1
3542,Perl,Suddaby,Female,1975-03-11,47,23,Financial Services,Mass Customer,N,10,0,1 Chive Trail,4670,Queensland,Australia,2,50,False,46-60,24600,True,1
3543,Shanie,Zahor,Female,1986-12-25,36,15,Health,High Net Worth,N,21,1,34976 Lindbergh Hill,4304,Queensland,Australia,4,39,True,30-45,43000,True,1
3544,Benoite,Trahmel,Female,1998-08-13,24,25,Not Specified,Affluent Customer,N,1,0,266 Little Fleur Street,4350,Queensland,Australia,4,27,True,<30,45000,False,0
3545,Wenonah,Filgate,Female,1974-07-19,48,66,Not Specified,High Net Worth,N,4,0,005 Bunker Hill Lane,3046,Victoria,Australia,9,51,True,46-60,103200,True,0
